0.737374 -0.521587 -0.521141 -0.505796 -0.687881 15.6659 16.1317 0.273646 0.275068
0.757576 -0.528439 -0.531759 -0.174947 -0.36418 14.9543 15.8924 0.263029 0.264422
0.777778 -0.528764 -0.535896 0.139824 -0.0466173 14.0636 15.5263 0.252339 0.253626
0.79798 -0.522923 -0.533701 0.434873 0.262383 13.0169 15.047 0.241706 0.242812
0.818182 -0.511347 -0.525367 0.707054 0.560675 11.8389 14.4684 0.231249 0.232104
0.838384 -0.494527 -0.511132 0.95375 0.846387 10.5551 13.8038 0.221081 0.221625
0.858586 -0.472998 -0.491265 1.17288 1.11791 9.19157 13.0661 0.2113 0.21149
0.878788 -0.447333 -0.466068 1.36293 1.3739 7.77427 12.2676 0.201998 0.201812
0.89899 -0.418132 -0.435866 1.52291 1.61324 6.3287 11.4199 0.19325 0.192693
0.919192 -0.386007 -0.401005 1.65236 1.83505 4.87941 10.5335 0.185123 0.184232
0.939394 -0.351575 -0.361845 1.75135 2.03865 3.44957 9.61854 0.177669 0.17652
0.959596 -0.315447 -0.318761 1.8204 2.22355 2.06068 8.68385 0.170929 0.169639
0.979798 -0.278219 -0.272133 1.86049 2.38943 0.732221 7.73764 0.164931 0.163664
1 -0.240462 -0.222347 1.87298 2.53615 -0.518539 6.78724 0.159692 0.158665
