1 2.87077
3 0.0760977
4 0.0167904
5 0.00363038
6 0.000765065
7 0.000176097
8 6.05552e-05
9 3.56904e-05
10 3.17928e-05
11 2.96444e-05
12 2.8197e-05
13 2.68483e-05
14 2.57399e-05
15 2.46885e-05
