0.5 0.1 14.2592
1 0.1 2.3558
1.5 0.1 0.437013
2 0.1 -0.123322
2.5 0.1 -0.333191
3 0.1 -0.42239
3.5 0.1 -0.462904
4 0.1 -0.481898
4.5 0.1 -0.490892
5 0.1 -0.495135
5.5 0.1 -0.497114
6 0.1 -0.498023
6.5 0.1 -0.498434
7 0.1 -0.498616
7.5 0.1 -0.498696
8 0.1 -0.498731
8.5 0.1 -0.498746
9 0.1 -0.498752
9.5 0.1 -0.498754
10 0.1 -0.498755
10.5 0.1 -0.498756
11 0.1 -0.498756
11.5 0.1 -0.498756
12 0.1 -0.498756
